account_id,customer_id,account_type,opened_date,branch,currency,status,source_system,batch_id,load_date,record_created_ts,record_updated_ts
ACC000157,CUST00048,Demat,2020-08-13,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585819,2026-07-16 11:10:47.585819
ACC000158,CUST00341,Current,2016-02-29,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585825,2026-07-16 11:10:47.585825
ACC000159,CUST00372,Current,2024-08-17,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585831,2026-07-16 11:10:47.585831
ACC000160,CUST00361,Savings,2015-01-09,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585837,2026-07-16 11:10:47.585837
ACC000161,CUST00040,Current,2020-01-27,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585843,2026-07-16 11:10:47.585843
ACC000162,CUST00005,Savings,2022-09-15,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585849,2026-07-16 11:10:47.585849
ACC000163,CUST00441,Investment,2017-12-18,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585855,2026-07-16 11:10:47.585855
ACC000164,CUST00118,Investment,2017-01-01,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585862,2026-07-16 11:10:47.585862
ACC000165,CUST00053,Demat,2023-03-31,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585867,2026-07-16 11:10:47.585867
ACC000166,CUST00196,Current,2018-03-16,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585873,2026-07-16 11:10:47.585873
ACC000167,CUST00289,Savings,2018-09-06,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585879,2026-07-16 11:10:47.585879
ACC000168,CUST00370,Current,2018-05-25,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585885,2026-07-16 11:10:47.585885
ACC000169,CUST00352,Investment,2019-11-15,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585891,2026-07-16 11:10:47.585891
ACC000170,CUST00072,Savings,2023-08-12,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585897,2026-07-16 11:10:47.585897
ACC000171,CUST00162,Current,2020-07-22,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585902,2026-07-16 11:10:47.585902
ACC000172,CUST00128,Demat,2015-08-08,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585909,2026-07-16 11:10:47.585909
ACC000173,CUST00106,Current,2023-10-15,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585915,2026-07-16 11:10:47.585915
ACC000174,CUST00402,Current,2026-02-06,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585922,2026-07-16 11:10:47.585922
ACC000175,CUST00124,Investment,2016-08-04,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585928,2026-07-16 11:10:47.585928
ACC000176,CUST00185,Demat,2017-12-17,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585934,2026-07-16 11:10:47.585934
ACC000177,CUST00216,Demat,2018-11-16,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585940,2026-07-16 11:10:47.585940
ACC000178,CUST00489,Savings,2015-05-17,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585946,2026-07-16 11:10:47.585946
ACC000179,CUST00008,Demat,2019-11-03,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585952,2026-07-16 11:10:47.585952
ACC000180,CUST00486,Investment,2026-05-13,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585958,2026-07-16 11:10:47.585958
ACC000181,CUST00393,Investment,2024-07-01,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585964,2026-07-16 11:10:47.585964
ACC000182,CUST00043,Current,2021-03-23,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585970,2026-07-16 11:10:47.585970
ACC000183,CUST00041,Current,2018-06-26,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585975,2026-07-16 11:10:47.585975
ACC000184,CUST00201,Savings,2021-12-15,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585982,2026-07-16 11:10:47.585982
ACC000185,CUST00374,Current,2016-04-19,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585988,2026-07-16 11:10:47.585988
ACC000186,CUST00474,Investment,2017-08-08,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585994,2026-07-16 11:10:47.585994
ACC000187,CUST00312,Savings,2021-12-08,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586000,2026-07-16 11:10:47.586000
ACC000188,CUST00062,Savings,2018-01-29,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586005,2026-07-16 11:10:47.586005
ACC000189,CUST00084,Investment,2022-10-11,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586011,2026-07-16 11:10:47.586011
ACC000190,CUST00401,Demat,2018-09-29,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586016,2026-07-16 11:10:47.586016
ACC000191,CUST00384,Demat,2017-08-25,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586022,2026-07-16 11:10:47.586022
ACC000192,CUST00172,Investment,2021-02-06,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586027,2026-07-16 11:10:47.586027
ACC000193,CUST00135,Savings,2026-02-16,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586037,2026-07-16 11:10:47.586037
ACC000194,CUST00185,Savings,2026-03-16,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586043,2026-07-16 11:10:47.586043
ACC000195,CUST00086,Demat,2018-07-12,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586048,2026-07-16 11:10:47.586048
ACC000196,CUST00458,Savings,2020-02-15,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586054,2026-07-16 11:10:47.586054
ACC000197,CUST00002,Savings,2015-04-11,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586059,2026-07-16 11:10:47.586059
ACC000198,CUST00242,Demat,2023-08-04,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586065,2026-07-16 11:10:47.586065
ACC000199,CUST00477,Savings,2024-05-28,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586071,2026-07-16 11:10:47.586071
ACC000200,CUST00128,Investment,2022-03-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586078,2026-07-16 11:10:47.586078
ACC000201,CUST00293,Demat,2017-09-05,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586084,2026-07-16 11:10:47.586084
ACC000202,CUST00092,Current,2026-07-27,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586091,2026-07-16 11:10:47.586091
ACC000203,CUST00036,Investment,2021-05-01,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586098,2026-07-16 11:10:47.586098
ACC000204,CUST00168,Savings,2025-03-30,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586104,2026-07-16 11:10:47.586104
ACC000205,CUST00103,Demat,2021-10-25,Delhi,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586110,2026-07-16 11:10:47.586110
ACC000206,CUST00125,Investment,2023-04-05,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586115,2026-07-16 11:10:47.586115
ACC000207,CUST00396,Current,2020-07-01,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586122,2026-07-16 11:10:47.586122
ACC000208,CUST00478,Investment,2015-07-15,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586127,2026-07-16 11:10:47.586127
ACC000209,CUST00178,Savings,2022-07-07,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586133,2026-07-16 11:10:47.586133
ACC000210,CUST00435,Demat,2017-05-01,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586139,2026-07-16 11:10:47.586139
ACC000211,CUST00122,Investment,2026-01-13,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586146,2026-07-16 11:10:47.586146
ACC000212,CUST00365,Demat,2017-02-01,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586151,2026-07-16 11:10:47.586151
ACC000213,CUST00460,Investment,2023-05-10,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586158,2026-07-16 11:10:47.586158
ACC000214,CUST00298,Savings,2026-05-03,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586164,2026-07-16 11:10:47.586164
ACC000215,CUST00039,Savings,2024-10-03,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586169,2026-07-16 11:10:47.586169
ACC000216,CUST00122,Demat,2020-11-08,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586175,2026-07-16 11:10:47.586175
ACC000217,CUST00475,Investment,2022-04-26,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586181,2026-07-16 11:10:47.586181
ACC000218,CUST00140,Current,2016-09-03,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586187,2026-07-16 11:10:47.586187
ACC000219,CUST00400,Savings,2018-06-27,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586192,2026-07-16 11:10:47.586192
ACC000220,CUST00231,Investment,2022-01-16,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586198,2026-07-16 11:10:47.586198
ACC000221,CUST00275,Demat,2019-08-28,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586203,2026-07-16 11:10:47.586203
ACC000222,CUST00238,Demat,2017-09-09,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586209,2026-07-16 11:10:47.586209
ACC000223,CUST00414,Demat,2015-11-27,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586216,2026-07-16 11:10:47.586216
ACC000224,CUST00076,Savings,2020-07-26,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586222,2026-07-16 11:10:47.586222
ACC000225,CUST00263,Savings,2021-09-14,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586228,2026-07-16 11:10:47.586228
ACC000226,CUST00016,Investment,2025-02-21,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586234,2026-07-16 11:10:47.586234
ACC000227,CUST00128,Savings,2025-05-13,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586239,2026-07-16 11:10:47.586239
ACC000228,CUST00063,Savings,2016-05-20,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586246,2026-07-16 11:10:47.586246
ACC000229,CUST00067,Current,2023-12-26,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586252,2026-07-16 11:10:47.586252
ACC000230,CUST00299,Demat,2016-09-06,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586257,2026-07-16 11:10:47.586257
ACC000231,CUST00102,Investment,2017-11-21,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586263,2026-07-16 11:10:47.586263
ACC000232,CUST00063,Savings,2025-05-04,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586269,2026-07-16 11:10:47.586269
ACC000233,CUST00474,Investment,2023-11-10,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586274,2026-07-16 11:10:47.586274
ACC000234,CUST00196,Investment,2018-11-16,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586280,2026-07-16 11:10:47.586280
ACC000235,CUST00466,Current,2021-03-02,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586290,2026-07-16 11:10:47.586290
ACC000236,CUST00453,Current,2015-10-11,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586296,2026-07-16 11:10:47.586296
ACC000237,CUST00316,Current,2021-08-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586301,2026-07-16 11:10:47.586301
ACC000238,CUST00452,Investment,2016-05-14,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586307,2026-07-16 11:10:47.586307
ACC000239,CUST00197,Current,2024-05-27,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586313,2026-07-16 11:10:47.586313
ACC000240,CUST00128,Savings,2023-07-31,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586319,2026-07-16 11:10:47.586319
ACC000241,CUST00246,Investment,2022-09-19,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586325,2026-07-16 11:10:47.586325
ACC000242,CUST00165,Investment,2021-01-24,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586330,2026-07-16 11:10:47.586330
ACC000243,CUST00164,Current,2015-08-29,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586336,2026-07-16 11:10:47.586336
ACC000244,CUST00030,Investment,2026-11-16,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586344,2026-07-16 11:10:47.586344
ACC000245,CUST00120,Current,2017-03-31,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586350,2026-07-16 11:10:47.586350
ACC000246,CUST00137,Savings,2019-12-03,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586357,2026-07-16 11:10:47.586357
ACC000247,CUST00182,Current,2018-12-13,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586363,2026-07-16 11:10:47.586363
ACC000248,CUST00163,Demat,2015-08-20,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586369,2026-07-16 11:10:47.586369
ACC000249,CUST00486,Current,2019-03-23,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586375,2026-07-16 11:10:47.586375
ACC000250,CUST00278,Demat,2018-12-09,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586381,2026-07-16 11:10:47.586381
ACC000251,CUST00047,Savings,2020-03-20,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586387,2026-07-16 11:10:47.586387
ACC000252,CUST00011,Investment,2015-01-06,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586392,2026-07-16 11:10:47.586392
ACC000253,CUST00104,Current,2022-08-23,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586398,2026-07-16 11:10:47.586398
ACC000254,CUST00471,Demat,2016-05-02,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586404,2026-07-16 11:10:47.586404
ACC000255,CUST00301,Current,2017-06-27,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586410,2026-07-16 11:10:47.586410
ACC000256,CUST00441,Demat,2016-08-17,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586416,2026-07-16 11:10:47.586416
ACC000257,CUST00301,Savings,2022-07-20,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586423,2026-07-16 11:10:47.586423
ACC000258,CUST00070,Current,2024-10-18,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586429,2026-07-16 11:10:47.586429
ACC000259,CUST00333,Demat,2018-11-28,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586435,2026-07-16 11:10:47.586435
ACC000260,CUST00356,Demat,2020-01-03,Delhi,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586440,2026-07-16 11:10:47.586440
ACC000261,CUST00418,Current,2023-06-27,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586447,2026-07-16 11:10:47.586447
ACC000262,CUST00066,Current,2015-01-15,Delhi,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586452,2026-07-16 11:10:47.586452
ACC000263,CUST00201,Savings,2019-01-31,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586458,2026-07-16 11:10:47.586458
ACC000264,CUST00472,Current,2017-05-02,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586465,2026-07-16 11:10:47.586465
ACC000265,CUST00170,Savings,2020-05-03,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586471,2026-07-16 11:10:47.586471
ACC000266,CUST00086,Savings,2022-07-13,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586518,2026-07-16 11:10:47.586518
ACC000267,CUST00136,Current,2020-08-06,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586529,2026-07-16 11:10:47.586529
ACC000268,CUST00180,Demat,2017-06-04,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586539,2026-07-16 11:10:47.586539
ACC000269,CUST00025,Investment,2024-10-29,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586549,2026-07-16 11:10:47.586549
ACC000270,CUST00497,Current,2024-04-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586559,2026-07-16 11:10:47.586559
ACC000271,CUST00180,Investment,2017-04-10,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586575,2026-07-16 11:10:47.586575
ACC000272,CUST00404,Current,2018-08-25,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586582,2026-07-16 11:10:47.586582
ACC000273,CUST00410,Savings,2021-08-12,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586588,2026-07-16 11:10:47.586588
ACC000274,CUST00134,Savings,2016-08-30,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586594,2026-07-16 11:10:47.586594
ACC000275,CUST00455,Investment,2018-08-11,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586616,2026-07-16 11:10:47.586616
ACC000276,CUST00281,Savings,2022-07-31,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586622,2026-07-16 11:10:47.586622
ACC000277,CUST00458,Investment,2015-09-11,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586628,2026-07-16 11:10:47.586628
ACC000278,CUST00311,Investment,2018-07-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586634,2026-07-16 11:10:47.586634
ACC000279,CUST00170,Current,2019-04-06,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586640,2026-07-16 11:10:47.586640
ACC000280,CUST00370,Demat,2021-04-25,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586646,2026-07-16 11:10:47.586646
ACC000281,CUST00050,Savings,2023-10-24,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586652,2026-07-16 11:10:47.586652
ACC000282,CUST00431,Investment,2018-06-12,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586658,2026-07-16 11:10:47.586658
ACC000283,CUST00002,Investment,2016-12-18,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586663,2026-07-16 11:10:47.586663
ACC000284,CUST00246,Current,2017-03-05,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586670,2026-07-16 11:10:47.586670
ACC000285,CUST00088,Demat,2016-11-02,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586675,2026-07-16 11:10:47.586675
ACC000286,CUST00158,Investment,2025-07-24,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586682,2026-07-16 11:10:47.586682
ACC000287,CUST00047,Investment,2019-02-23,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586687,2026-07-16 11:10:47.586687
ACC000288,CUST00190,Current,2024-12-30,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586693,2026-07-16 11:10:47.586693
ACC000289,CUST00226,Investment,2020-11-27,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586699,2026-07-16 11:10:47.586699
ACC000290,CUST00289,Savings,2018-05-23,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586704,2026-07-16 11:10:47.586704
ACC000291,CUST00044,Demat,2024-04-14,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586710,2026-07-16 11:10:47.586710
ACC000292,CUST00117,Savings,2023-09-07,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586716,2026-07-16 11:10:47.586716
ACC000293,CUST00215,Investment,2020-04-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586722,2026-07-16 11:10:47.586722
ACC000294,CUST00041,Investment,2015-10-12,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586727,2026-07-16 11:10:47.586727
ACC000295,CUST00462,Current,2017-09-12,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586733,2026-07-16 11:10:47.586733
ACC000296,CUST00089,Current,2019-10-02,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586739,2026-07-16 11:10:47.586739
ACC000297,CUST00065,Savings,2024-06-30,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586745,2026-07-16 11:10:47.586745
ACC000298,CUST00104,Current,2020-10-13,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586750,2026-07-16 11:10:47.586750
ACC000299,CUST00045,Investment,2023-11-30,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586756,2026-07-16 11:10:47.586756
ACC000300,CUST00439,Demat,2026-08-28,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586761,2026-07-16 11:10:47.586761
ACC000301,CUST00403,Investment,2017-07-10,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586767,2026-07-16 11:10:47.586767
ACC000302,CUST00076,Savings,2017-05-15,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586773,2026-07-16 11:10:47.586773
ACC000303,CUST00403,Demat,2022-09-17,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586779,2026-07-16 11:10:47.586779
ACC000304,CUST00197,Investment,2025-08-11,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586786,2026-07-16 11:10:47.586786
ACC000305,CUST00142,Investment,2018-03-24,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586793,2026-07-16 11:10:47.586793
ACC000306,CUST00349,Investment,2015-11-14,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586799,2026-07-16 11:10:47.586799
ACC000307,CUST00354,Current,2016-02-08,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586804,2026-07-16 11:10:47.586804
ACC000308,CUST00472,Demat,2023-05-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586810,2026-07-16 11:10:47.586810
ACC000309,CUST00419,Demat,2021-12-22,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586820,2026-07-16 11:10:47.586820
ACC000310,CUST00440,Savings,2020-02-11,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586828,2026-07-16 11:10:47.586828
ACC000311,CUST00499,Investment,2022-03-13,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586834,2026-07-16 11:10:47.586834
ACC000312,CUST00310,Savings,2019-03-20,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586840,2026-07-16 11:10:47.586840
ACC000313,CUST00468,Investment,2025-11-12,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.586846,2026-07-16 11:10:47.586846
